['/Users/danielknight/Desktop/listicles/downloads/Iconic/1. -iwchqlr_400x400.png']
Stanford University%4.15%['/Users/danielknight/Desktop/listicles/downloads/Iconic Stanford University 4.15/1. page_1_thumb_large.jpg']
Massachusetts Institute of Technology%4.12%['/Users/danielknight/Desktop/listicles/downloads/Iconic Massachusetts Institute of Technology 4.12/1. page_1_thumb_large.jpg']
California Institute of Technology%3.96%['/Users/danielknight/Desktop/listicles/downloads/Iconic California Institute of Technology 3.96/1. d530a3c831284df45c3d6a5d29db212bl-m0xd-w1020_h770_q80.jpg']
Princeton University%3.88%['/Users/danielknight/Desktop/listicles/downloads/Iconic Princeton University 3.88/1. virtualtour_blairarch_1150_0.jpg']
Harvard University%3.80%['/Users/danielknight/Desktop/listicles/downloads/Iconic Harvard University 3.80/1. 081618_jpress_007s.jpg']
Yale University%3.80%['/Users/danielknight/Desktop/listicles/downloads/Iconic Yale University 3.80/1. yale(2).jpg']
Columbia University%3.74%['/Users/danielknight/Desktop/listicles/downloads/Iconic Columbia University 3.74/1. 1.jpg']
University of Chicago%3.73%['/Users/danielknight/Desktop/listicles/downloads/Iconic University of Chicago 3.73/1. 90eec9dd61f49a9674e8a10a80ca1461.jpg']
University of Pennsylvania%3.71%['/Users/danielknight/Desktop/listicles/downloads/Iconic University of Pennsylvania 3.71/1. img_1061-3-2-3.jpg']
